Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,5.059999942779541,5.150000095367432,5.034999847412109,5.050000190734863,4.590360641479492,4903649
2018-01-03,5.03000020980835,5.079999923706055,4.980000019073486,5.0,4.544910907745361,5150707
2018-01-04,5.0,5.03000020980835,4.860000133514404,4.860000133514404,4.417654514312744,9517696
2018-01-05,4.860000133514404,4.894999980926514,4.840000152587891,4.889999866485596,4.444922924041748,7494807
2018-01-08,4.920000076293945,5.045000076293945,4.900000095367432,5.039999961853027,4.581270217895508,7197168
2018-01-09,5.03000020980835,5.059999942779541,4.860000133514404,4.860000133514404,4.417654514312744,11591856
2018-01-10,4.860000133514404,4.920000076293945,4.769999980926514,4.900000095367432,4.454013347625732,9948038
2018-01-11,4.880000114440918,4.945000171661377,4.789999961853027,4.889999866485596,4.444922924041748,7505037
2018-01-12,4.929999828338623,5.050000190734863,4.914999961853027,5.03000020980835,4.57218074798584,12051748
2018-01-15,5.130000114440918,5.210000038146973,5.110000133514404,5.179999828338623,4.7085280418396,11858138
2018-01-16,5.170000076293945,5.210000038146973,5.139999866485596,5.190000057220459,4.717617988586426,9965154
2018-01-17,5.21999979019165,5.289999961853027,5.110000133514404,5.159999847412109,4.690348148345947,11053713
2018-01-18,5.130000114440918,5.150000095367432,5.03000020980835,5.079999923706055,4.617629528045654,7171412
2018-01-19,5.099999904632568,5.25,5.079999923706055,5.230000019073486,4.753977298736572,13982256
2018-01-22,5.199999809265137,5.260000228881836,5.139999866485596,5.25,4.772156238555908,7812100
2018-01-23,5.269999980926514,5.320000171661377,5.239999771118164,5.239999771118164,4.76306676864624,8530157
2018-01-24,5.21999979019165,5.300000190734863,5.159999847412109,5.28000020980835,4.799426555633545,7391648
2018-01-25,5.199999809265137,5.269999980926514,5.119999885559082,5.260000228881836,4.781247138977051,6154518
2018-01-29,5.230000019073486,5.300000190734863,5.230000019073486,5.28000020980835,4.799426555633545,5953176
2018-01-30,5.239999771118164,5.369999885559082,5.210000038146973,5.269999980926514,4.790337085723877,9184945
2018-01-31,5.210000038146973,5.309999942779541,5.190000057220459,5.269999980926514,4.790337085723877,6292647
2018-02-01,5.329999923706055,5.369999885559082,5.269999980926514,5.349999904632568,4.863055229187012,5187733
2018-02-02,5.320000171661377,5.360000133514404,5.28000020980835,5.329999923706055,4.844874858856201,4038605
2018-02-05,5.320000171661377,5.329999923706055,5.255000114440918,5.309999942779541,4.826695919036865,7518533
2018-02-06,5.150000095367432,5.230000019073486,5.130000114440918,5.159999847412109,4.690348148345947,8833908
2018-02-07,5.25,5.320000171661377,5.210000038146973,5.21999979019165,4.744887351989746,10336888
2018-02-08,5.179999828338623,5.21999979019165,5.079999923706055,5.159999847412109,4.690348148345947,8572318
2018-02-09,5.050000190734863,5.125,5.025000095367432,5.090000152587891,4.626719951629639,10251747
2018-02-12,5.079999923706055,5.144999980926514,5.0,5.130000114440918,4.663079261779785,6859936
2018-02-13,5.130000114440918,5.199999809265137,5.090000152587891,5.110000133514404,4.644899368286133,5564952
2018-02-14,5.099999904632568,5.119999885559082,5.03000020980835,5.03000020980835,4.57218074798584,4905778
2018-02-15,5.099999904632568,5.230000019073486,5.059999942779541,5.21999979019165,4.744887351989746,6248101
2018-02-16,5.190000057220459,5.239999771118164,5.150000095367432,5.21999979019165,4.744887351989746,4705347
2018-02-19,5.25,5.349999904632568,5.239999771118164,5.320000171661377,4.835785865783691,2882107
2018-02-20,5.320000171661377,5.369999885559082,5.260000228881836,5.269999980926514,4.790337085723877,24774035
2018-02-21,5.260000228881836,5.360000133514404,5.239999771118164,5.269999980926514,4.790337085723877,5204132
2018-02-22,5.480000019073486,5.784999847412109,5.46999979019165,5.579999923706055,5.072120666503906,22045790
2018-02-23,5.679999828338623,5.739999771118164,5.619999885559082,5.730000019073486,5.208468437194824,10524236
2018-02-26,5.78000020980835,5.820000171661377,5.619999885559082,5.650000095367432,5.135749816894531,9058522
2018-02-27,5.730000019073486,5.75,5.679999828338623,5.699999809265137,5.181198596954346,4851154
2018-02-28,5.75,5.940000057220459,5.71999979019165,5.889999866485596,5.353905200958252,10359954
2018-03-01,5.840000152587891,5.869999885559082,5.789999961853027,5.860000133514404,5.326635837554932,5632856
2018-03-02,5.809999942779541,5.860000133514404,5.630000114440918,5.670000076293945,5.153929710388184,13041364
2018-03-05,5.650000095367432,5.71999979019165,5.579999923706055,5.610000133514404,5.099390506744385,4754938
2018-03-06,5.639999866485596,5.940000057220459,5.639999866485596,5.889999866485596,5.353905200958252,11741071
2018-03-07,5.829999923706055,5.869999885559082,5.760000228881836,5.860000133514404,5.390702247619629,7789486
2018-03-08,5.909999847412109,5.980000019073486,5.835000038146973,5.909999847412109,5.436697959899902,6849081
2018-03-09,5.889999866485596,6.0,5.860000133514404,5.96999979019165,5.491892337799072,6576661
2018-03-12,6.0,6.0,5.940000057220459,5.980000019073486,5.501092433929443,5821932
2018-03-13,5.980000019073486,6.03000020980835,5.920000076293945,5.980000019073486,5.501092433929443,7639921
2018-03-14,5.980000019073486,5.989999771118164,5.875,5.920000076293945,5.445897102355957,5451142
2018-03-15,5.980000019073486,6.070000171661377,5.949999809265137,5.989999771118164,5.510290622711182,10408842
2018-03-16,5.960000038146973,6.0,5.920000076293945,5.929999828338623,5.455096244812012,5888327
2018-03-19,5.980000019073486,6.010000228881836,5.914999961853027,5.980000019073486,5.501092433929443,4179951
2018-03-20,5.909999847412109,6.019999980926514,5.880000114440918,5.980000019073486,5.501092433929443,3589316
2018-03-21,5.96999979019165,6.034999847412109,5.940000057220459,6.010000228881836,5.528690338134766,3517360
2018-03-22,5.980000019073486,6.079999923706055,5.960000038146973,6.079999923706055,5.593083381652832,9382173
2018-03-23,6.0,6.014999866485596,5.96999979019165,6.0,5.5194902420043945,6979941
2018-03-26,5.980000019073486,6.019999980926514,5.945000171661377,5.960000038146973,5.482694149017334,11598556
2018-03-27,5.960000038146973,6.010000228881836,5.934999942779541,5.96999979019165,5.491892337799072,7758483
2018-03-28,5.889999866485596,5.949999809265137,5.829999923706055,5.840000152587891,5.3723039627075195,4842094
2018-03-29,5.809999942779541,5.849999904632568,5.769999980926514,5.829999923706055,5.363104820251465,9921777
2018-04-03,5.699999809265137,5.880000114440918,5.690000057220459,5.820000171661377,5.35390567779541,7490892
2018-04-04,5.840000152587891,5.860000133514404,5.800000190734863,5.840000152587891,5.3723039627075195,4816941
2018-04-05,5.829999923706055,5.96999979019165,5.829999923706055,5.929999828338623,5.455096244812012,4624599
2018-04-06,5.920000076293945,6.059999942779541,5.909999847412109,6.050000190734863,5.565486431121826,6849397
2018-04-09,6.0,6.050000190734863,5.96999979019165,6.03000020980835,5.547087669372559,3848778
2018-04-10,6.0,6.110000133514404,5.994999885559082,6.090000152587891,5.602283000946045,4344831
2018-04-11,6.059999942779541,6.135000228881836,6.034999847412109,6.099999904632568,5.611481666564941,7958990
